dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Adobo,"A popular Filipino dish of chicken or pork braised in a sauce of soy sauce, vinegar, garlic, and peppercorns.","[{""name"": ""Chicken thighs or pork belly"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""cut into pieces""}, {""name"": ""Soy sauce"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""White vinegar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Garlic"", ""qty"": ""1"", ""unit"": ""head"", ""note"": ""cloves crushed""}, {""name"": ""Black peppercorns"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": ""whole""}, {""name"": ""Bay leaves"", ""qty"": ""3"", ""unit"": """", ""note"": """"}]","[""In a pot, combine the meat, soy sauce, vinegar, crushed garlic, peppercorns, and bay leaves."", ""Bring the mixture to a boil without stirring."", ""Once boiling, reduce the heat to a simmer, cover, and cook for 30-40 minutes, or until the meat is tender."", ""Uncover the pot and continue to simmer, allowing the sauce to reduce and thicken."", ""For a crispier finish, you can remove the meat from the sauce, pan-fry it in a little oil until browned, and then return it to the sauce."", ""The flavors of adobo are known to improve after a day or two."", ""Serve hot with plenty of steamed white rice."", ""This is often considered the national dish of the Philippines.""]",10,50,4,Easy,Filipino,Dinner,"savory,sour,braised",cozy,rainy,any\
Chicken Adobo,"A classic Filipino dish where chicken is braised in a savory mixture of soy sauce, vinegar, garlic, and peppercorns.","[{""name"": ""Chicken thighs"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""bone-in, skin-on""}, {""name"": ""Soy sauce"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""White vinegar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Garlic"", ""qty"": ""1"", ""unit"": ""head"", ""note"": ""cloves crushed""}, {""name"": ""Whole black peppercorns"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Bay leaves"", ""qty"": ""3"", ""unit"": """", ""note"": """"}]","[""Combine all ingredients in a large pot or Dutch oven. Stir to mix well."", ""Bring the mixture to a boil over medium-high heat, then immediately reduce the heat to a gentle simmer."", ""Cover the pot and let it cook for 30-40 minutes, or until the chicken is tender and cooked through."", ""Uncover the pot, increase the heat slightly, and let the sauce reduce and thicken for another 10-15 minutes."", ""For a crispier finish, remove the chicken from the sauce and broil or pan-fry it until the skin is browned, then return to the sauce."", ""Serve hot over a bed of steamed white rice.""]",10,50,4,Easy,Filipino,Dinner,"savory,sour,one-pot",cozy,rainy,evening
Sinigang,"A traditional Filipino sour soup, often made with pork and a variety of vegetables.","[{""name"": ""Pork belly or ribs"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""cut into chunks""}, {""name"": ""Tamarind soup base mix"", ""qty"": ""1"", ""unit"": ""packet"", ""note"": ""or fresh tamarind""}, {""name"": ""Daikon radish"", ""qty"": ""1"", ""unit"": ""medium"", ""note"": ""peeled and sliced""}, {""name"": ""String beans (sitao)"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""cut into 2-inch pieces""}, {""name"": ""Bok choy or water spinach (kangkong)"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": """"}, {""name"": ""Tomato"", ""qty"": ""2"", ""unit"": """", ""note"": ""quartered""}]","[""In a large pot, boil the pork with onions until tender, skimming off any scum that rises to the surface. This can take about an hour."", ""Once the pork is tender, add the sliced daikon radish and tomatoes. Simmer for 10 minutes."", ""Dissolve the tamarind soup base mix in the broth. Adjust the amount to your desired level of sourness."", ""Add the string beans and cook for another 5 minutes."", ""Season the soup with fish sauce (patis) to taste."", ""Turn off the heat and stir in the leafy greens like bok choy or water spinach until they are just wilted."", ""Serve piping hot with a side of rice.""]",15,90,6,Easy,Filipino,Dinner,"sour,soup,comfort food",warm,rainy,evening
Lechon Kawali,"A crispy Filipino pork belly dish, deep-fried to perfection.","[{""name"": ""Pork belly slab"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""skin-on""}, {""name"": ""Bay leaves"", ""qty"": ""3"", ""unit"": """", ""note"": """"}, {""name"": ""Whole black peppercorns"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Salt"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""liters"", ""note"": ""for deep frying""}]","[""In a pot, place the pork belly, bay leaves, peppercorns, and enough water to cover. Season with salt. Bring to a boil and simmer for 45-60 minutes until tender."", ""Remove the pork belly from the pot and let it cool. Pat it completely dry with paper towels. This step is crucial for crispy skin."", ""Prick the skin all over with a fork or the tip of a knife. Rub it with more salt."", ""Air-dry the pork belly in the refrigerator, uncovered, for several hours or overnight."", ""Heat the oil in a deep pot to 190°C (375°F)."", ""Carefully lower the pork belly into the hot oil, skin-side down. Be very careful of splattering oil. Use a splatter screen."", ""Fry for 20-30 minutes, turning occasionally, until the skin is golden brown, puffy, and extremely crispy (chicharon)."", ""Remove from the oil, let it rest for a few minutes, then chop into bite-sized pieces. Serve with a soy-vinegar dipping sauce.""]",10,60,6,Medium,Filipino,Lunch,"crispy,pork,fried",celebratory,any,any
Pancit Bihon,"A classic Filipino stir-fried noodle dish with rice noodles, meat, and vegetables.","[{""name"": ""Bihon (thin rice noodles)"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""soaked""}, {""name"": ""Chicken breast"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Shrimp"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""peeled""}, {""name"": ""Cabbage"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""shredded""}, {""name"": ""Carrots"", ""qty"": ""1"", ""unit"": """", ""note"": ""julienned""}, {""name"": ""Soy sauce"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Chicken broth"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}]","[""Soak the bihon noodles in water until pliable, then drain. Set aside."", ""In a large wok or skillet, sauté minced garlic and onion in oil until fragrant."", ""Add the sliced chicken and cook until no longer pink. Add the shrimp and cook until they turn pink. Remove from the wok."", ""In the same wok, add the chicken broth and soy sauce. Bring to a boil."", ""Add the shredded cabbage and julienned carrots. Cook for a few minutes until slightly tender."", ""Add the drained noodles to the wok and toss until they have absorbed most of the liquid and are cooked through."", ""Return the cooked chicken and shrimp to the wok. Season with black pepper."", ""Toss everything together and serve hot with calamansi or lemon wedges on the side.""]",20,25,6,Easy,Filipino,Lunch,"noodle,stir-fry,celebratory",happy,any,afternoon
Halo-Halo,"A popular Filipino cold dessert which is a mixture of crushed ice, evaporated milk, and various ingredients like sweet beans and fruits.","[{""name"": ""Crushed ice"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Evaporated milk"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Sweetened red beans"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Sweetened white beans"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Macapuno (coconut sport)"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""in syrup""}, {""name"": ""Nata de coco"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""coconut gel""}, {""name"": ""Ube halaya (purple yam jam)"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Leche flan"", ""qty"": ""1"", ""unit"": ""slice"", ""note"": ""per serving""}]","[""Prepare all the sweet ingredients and have them ready in separate bowls."", ""In a tall glass, layer a spoonful of each sweet ingredient at the bottom: red beans, white beans, macapuno, nata de coco, etc."", ""Fill the glass almost to the top with crushed or shaved ice."", ""Pour evaporated milk generously over the ice."", ""Top the dessert with a scoop of ube halaya (purple yam jam) and a slice of leche flan (caramel custard)."", ""Optionally, you can add a scoop of ice cream (ube or vanilla) on top."", ""Serve immediately with a long spoon."", ""The name 'Halo-Halo' means 'mix-mix', which is what you do before eating it.""]",15,0,4,Easy,Filipino,Dessert,"sweet,cold,dessert",excited,sunny,afternoon
Borscht,"A sour soup popular in Eastern Europe, especially Ukraine, most famously made with beetroot as a main component.","[{""name"": ""Beetroots"", ""qty"": ""3"", ""unit"": ""large"", ""note"": ""peeled and grated""}, {""name"": ""Beef shank or chuck"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""optional""}, {""name"": ""Cabbage"", ""qty"": ""0.5"", ""unit"": ""head"", ""note"": ""shredded""}, {""name"": ""Potatoes"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""cubed""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""grated""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Beef or vegetable broth"", ""qty"": ""8"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Sour cream (smetana)"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for serving""}]","[""If using meat, simmer it in the broth until tender. Remove the meat, shred it, and return to the broth."", ""In a large pot, sauté the chopped onion and grated carrots in oil or butter until soft."", ""Add the grated beetroot and a splash of vinegar (to preserve the color). Cook for 10-15 minutes."", ""Add the broth, shredded cabbage, and cubed potatoes to the pot. Bring to a boil."", ""Reduce the heat, cover, and simmer for 20-30 minutes, or until the potatoes and cabbage are tender."", ""Stir in chopped dill, garlic, and season with salt and pepper to taste."", ""The soup's flavor improves if it rests for a few hours or overnight."", ""Serve hot with a generous dollop of sour cream (smetana) and fresh dill.""]",25,60,8,Medium,Ukrainian,Dinner,"soup,beetroot,hearty",cozy,cold,evening
Pierogi,"Dumplings of unleavened dough, stuffed with a savory or sweet filling, popular in Central and Eastern Europe.","[{""name"": ""All-purpose flour"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for dough""}, {""name"": ""Large egg"", ""qty"": ""1"", ""unit"": """", ""note"": ""for dough""}, {""name"": ""Sour cream"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for dough""}, {""name"": ""Potatoes"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""for filling""}, {""name"": ""Farmer's cheese or cheddar"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""for filling""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": """", ""note"": ""for topping""}]","[""For the filling, boil and mash the potatoes. Mix with cheese, sautéed onions, salt, and pepper. Let it cool."", ""For the dough, mix flour, salt, egg, and sour cream. Knead until smooth. Let it rest."", ""Roll out the dough thinly and cut out circles using a glass."", ""Place a spoonful of the cooled filling in the center of each circle."", ""Fold the dough over to form a half-moon, and pinch the edges tightly to seal."", ""Boil the pierogi in salted water for 3-5 minutes, or until they float to the top."", ""Remove with a slotted spoon. You can serve them as is, or pan-fry them in butter until golden brown."", ""Serve hot with more sour cream and caramelized onions.""]",40,20,6,Medium,Polish,Dinner,"dumplings,comfort food,potato",cozy,cold,any
Sauerbraten,"A traditional German pot roast, often made with beef, marinated before slow-cooking.","[{""name"": ""Beef roast"", ""qty"": ""1.5"", ""unit"": ""kg"", ""note"": ""e.g., rump or chuck""}, {""name"": ""Red wine vinegar"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for marinade""}, {""name"": ""Water"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for marinade""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""sliced""}, {""name"": ""Bay leaves"", ""qty"": ""2"", ""unit"": """", ""note"": """"}, {""name"": ""Gingersnap cookies"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""crushed, for gravy""}]","[""To make the marinade, combine vinegar, water, sliced onion, carrots, bay leaves, cloves, and peppercorns in a pot and bring to a simmer. Let it cool completely."", ""Place the beef roast in a non-reactive container and pour the cooled marinade over it. The meat should be submerged. Marinate in the refrigerator for 3 to 5 days, turning the meat daily."", ""Remove the meat from the marinade and pat it dry. Strain the marinade, reserving the liquid."", ""Sear the beef on all sides in a hot Dutch oven. Remove the meat."", ""Sauté fresh chopped vegetables (onion, carrot) in the same pot. Pour in the reserved marinade liquid."", ""Return the beef to the pot, bring to a simmer, then cover and cook on low heat for 3-4 hours until very tender."", ""Remove the roast. To make the gravy, strain the cooking liquid and thicken it by whisking in the crushed gingersnap cookies and raisins (optional)."", ""Slice the sauerbraten and serve with the gravy, potato dumplings (Klöße), and red cabbage.""]",30,240,8,Hard,German,Dinner,"roast,marinated,sour",celebratory,cold,evening
Feijoada,"Brazil's national dish, a hearty black bean stew with various cuts of pork and beef.","[{""name"": ""Dried black beans"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""soaked overnight""}, {""name"": ""Pork shoulder"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Smoked pork sausage (calabresa)"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Bacon"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""diced""}, {""name"": ""Bay leaves"", ""qty"": ""2"", ""unit"": """", ""note"": """"}, {""name"": ""Orange"", ""qty"": ""1"", ""unit"": """", ""note"": ""halved""}]","[""Drain the soaked beans and place them in a large pot with fresh water. Bring to a boil and cook for about an hour."", ""In a separate pan, brown the pork shoulder, sausage, and bacon. Drain off excess fat."", ""Add the cooked meats to the pot with the beans. Also add sautéed onion and garlic."", ""Add the bay leaves and the halved orange to the pot. The orange helps to cut the richness of the stew."", ""Reduce the heat, cover, and simmer for at least 2 more hours, or until the beans are very tender and the stew has thickened."", ""Remove the bay leaves and orange halves before serving."", ""Serve the feijoada with white rice, farofa (toasted cassava flour), and collard greens (couve)."", ""Garnish with orange slices.""]",20,180,8,Medium,Brazilian,Dinner,"stew,hearty,traditional",celebratory,cold,evening
Moussaka,"A classic Greek layered casserole of eggplant, minced meat, and a rich béchamel sauce.","[{""name"": ""Eggplants"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Ground lamb or beef"", ""qty"": ""750"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Canned chopped tomatoes"", ""qty"": ""1"", ""unit"": ""can (400g)"", ""note"": """"}, {""name"": ""Red wine"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for béchamel""}, {""name"": ""Flour"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for béchamel""}, {""name"": ""Milk"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""for béchamel, warm""}]","[""Slice the eggplants, salt them, and let them sit for 30 minutes to draw out bitterness. Rinse and pat dry. Fry or bake the slices until golden brown."", ""For the meat sauce, sauté the chopped onion until soft. Add the ground meat and brown it. Drain any excess fat."", ""Stir in garlic, chopped tomatoes, red wine, cinnamon, and oregano. Simmer for 20-30 minutes until the sauce has thickened."", ""For the béchamel, melt the butter, whisk in the flour, then gradually whisk in the warm milk until smooth and thick. Let it cool slightly, then beat in eggs and nutmeg."", ""Preheat the oven to 180°C (350°F)."", ""To assemble, layer the eggplant slices in a baking dish, followed by the meat sauce. Repeat the layers."", ""Pour the béchamel sauce evenly over the top and sprinkle with cheese."", ""Bake for 45-60 minutes, until the top is golden brown and bubbling. Let it cool for 20 minutes before serving.""]",30,70,8,Medium,Greek,Dinner,"casserole,baked,comfort food",cozy,cold,evening
